Keuwl Accelerometer Data File
2021-04-11 16-50-11

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
3.8799253,-0.052032,-0.046808,0.016904,-0.012017,-5.521643,1.770096
3.8993282,-0.050934,-0.030457,-0.012747,-0.042443,-5.957145,-6.904907
3.9187300,-0.040318,-0.019719,0.018735,-0.012153,-6.952358,-10.487183
3.9381313,-0.068383,-0.041195,0.000553,-0.027253,-4.812680,-6.448502
3.9575315,-0.047273,-0.051567,0.028741,-0.000284,-5.617910,6.010025
3.9769306,-0.067651,-0.044490,0.047166,0.019219,-5.030973,-4.645752
3.9963305,-0.066065,-0.041683,-0.038738,-0.066509,-4.665202,-5.542221
4.0157304,-0.044100,-0.022770,0.031669,0.001081,-6.730048,-9.600464
4.0351319,-0.066797,-0.063403,-0.000179,-0.026709,-4.131657,3.790298
4.0545344,-0.047029,-0.081585,0.049973,0.023089,-4.476109,17.472885
4.0739365,-0.065943,-0.043514,0.027276,-0.000767,-5.027569,-4.609283
4.0933385,-0.046785,-0.047784,-0.031661,-0.060692,-5.455182,4.391388
4.1127396,-0.052154,-0.042659,0.037892,0.008667,-5.769809,-0.394257
4.1321430,-0.043124,-0.077192,-0.004938,-0.032131,-4.459538,17.767532
4.1515460,-0.038487,-0.079388,0.043872,0.016303,-4.814727,20.496002
4.1709480,-0.055449,-0.034850,-0.034711,-0.063773,-5.466208,-5.840668
4.1903501,-0.032752,-0.045832,-0.004938,-0.035068,-6.292980,10.178848
4.2097516,-0.024699,-0.082073,0.037038,0.009043,-5.028580,27.859726
4.2291541,-0.057889,-0.079754,0.005556,-0.020404,-3.871305,12.689056
4.2485552,-0.024455,-0.042049,-0.019337,-0.050058,-6.731237,13.066910
4.2679572,-0.015913,-0.059987,-0.011283,-0.041246,-6.153645,26.578613
4.2873573,-0.061916,-0.084757,0.018613,-0.006654,-3.593101,12.804047
4.3067584,-0.003711,-0.075850,0.017392,-0.011782,-5.683765,38.422089
4.3261604,-0.041904,-0.056936,-0.021655,-0.050463,-5.341076,10.827332
4.3455610,-0.044833,-0.054862,-0.029098,-0.057819,-5.264038,8.583511
4.3649621,-0.006395,-0.093665,0.039113,0.011588,-4.776752,39.566666
4.3843641,-0.054228,-0.085123,0.016904,-0.008920,-3.846963,15.697708
4.4037652,-0.054106,-0.037168,-0.039837,-0.068870,-5.432871,-4.077652
4.4231653,-0.007737,-0.069871,0.027398,-0.002209,-5.996739,34.677551
4.4425659,-0.048737,-0.111603,0.043872,0.020282,-2.964807,24.251801
4.4619684,-0.055937,-0.054984,-0.013723,-0.041689,-4.858343,4.103226
4.4813690,-0.020916,-0.068528,-0.001887,-0.031031,-5.612029,26.218536
4.5007677,-0.052154,-0.096472,0.039845,0.014831,-3.556942,19.570877
4.5201683,-0.047273,-0.094397,0.036916,0.011372,-3.786432,20.905914
4.5395699,-0.033240,-0.056448,0.002017,-0.027444,-5.833276,14.918503
4.5589705,-0.041782,-0.067186,-0.005426,-0.033553,-4.977286,14.964371
4.5783730,-0.025309,-0.105013,0.037282,0.011665,-3.821811,32.283859
4.5977755,-0.029336,-0.073653,0.038381,0.009863,-5.333960,23.181747
4.6171761,-0.047029,-0.051445,-0.050330,-0.079024,-5.182160,6.056976
4.6365771,-0.011520,-0.072067,0.026544,-0.002770,-5.798687,32.795761
4.6559763,-0.026407,-0.100132,0.045702,0.019532,-4.111065,30.927399
4.6753769,-0.051300,-0.054862,-0.024950,-0.053223,-5.003464,5.848175
4.6947765,-0.009202,-0.042659,-0.010429,-0.041725,-7.266599,24.703598
4.7141762,-0.032386,-0.072433,-0.007134,-0.035375,-5.038968,21.258942
4.7335758,-0.030922,-0.080365,0.025690,-0.002104,-4.882784,24.322327
4.7529764,-0.036779,-0.045100,-0.003840,-0.033787,-6.159953,7.672974
4.7723770,-0.025431,-0.033020,-0.041057,-0.072133,-6.997890,6.904297
4.7917752,-0.032874,-0.045344,0.000431,-0.029737,-6.334342,9.857254
4.8111753,-0.031654,-0.071457,0.022273,-0.006233,-5.282291,21.314835
4.8305759,-0.027383,-0.059133,0.023982,-0.005676,-6.022665,19.238235
4.8499784,-0.035193,-0.046930,-0.001399,-0.031341,-6.162044,9.440063
4.8693800,-0.034461,-0.034362,-0.002375,-0.033008,-6.693994,2.611023
4.8887815,-0.010422,-0.041439,0.029839,-0.001559,-7.438045,23.088516
4.9081836,-0.036047,-0.059377,0.038381,0.009134,-5.784730,14.691299
4.9275842,-0.021160,-0.043636,0.010193,-0.020661,-6.906307,16.101501
4.9469857,-0.009324,-0.042659,0.044360,0.012966,-7.458329,24.600662
4.9663877,-0.047395,-0.018255,-0.023485,-0.053837,-6.419504,-13.967667
4.9857888,0.008126,-0.024356,0.015440,-0.017064,-8.761018,34.875397
5.0051894,-0.012618,-0.023868,0.022151,-0.009912,-8.151209,9.496368
5.0245876,-0.024821,-0.024722,-0.007500,-0.039010,-7.483449,1.117035
5.0439882,0.010810,-0.020939,0.037160,0.004506,-9.040121,37.495453
5.0633898,-0.055449,-0.021671,0.017392,-0.012390,-6.093864,-13.891861
5.0827913,-0.032996,-0.019719,0.008363,-0.022926,-7.294663,-7.447556
5.1021924,0.003733,0.003221,0.065470,0.032461,-9.897381,-15.600662
5.1215925,-0.079365,-0.006662,-0.040447,-0.068143,-4.617361,-27.146439
5.1409936,0.008614,0.003099,0.038991,0.005920,-10.124257,-7.198639
5.1603913,-0.061184,0.000903,0.008973,-0.020776,-6.049302,-30.388458
5.1797905,-0.028969,-0.000195,-0.019581,-0.051428,-7.830904,-25.303665
5.1991920,-0.030068,-0.000561,0.057294,0.025405,-7.994009,-25.132950
5.2185926,-0.050568,0.004198,-0.026658,-0.057157,-6.530186,-32.174713
5.2379928,-0.006029,-0.002148,0.041919,0.009162,-9.241576,-12.366745
5.2573915,-0.029336,-0.004466,0.008607,-0.023210,-7.839488,-20.648102
5.2767920,-0.021160,-0.011177,0.007509,-0.024567,-8.145983,-9.688202
5.2961926,-0.015181,-0.008859,0.014952,-0.017409,-8.541185,-8.810471
5.3155956,-0.023478,-0.015082,0.000797,-0.031079,-7.895888,-6.841583
5.3349948,-0.016767,-0.024234,0.020199,-0.011705,-7.957179,6.344147
5.3543944,-0.027627,-0.027650,-0.000789,-0.032068,-7.267912,1.713867
5.3737941,-0.017499,-0.036314,0.036306,0.004887,-7.468864,14.566254
5.3931952,-0.020428,-0.052299,0.010193,-0.020182,-6.515235,20.690933
5.4125967,-0.019940,-0.060109,0.023006,-0.006907,-6.199416,24.045334
5.4319963,-0.032630,-0.056692,0.007264,-0.022233,-5.871571,15.346664
5.4513960,-0.009812,-0.067186,-0.027024,-0.056585,-5.825426,32.690842
5.4707947,-0.032630,-0.054374,-0.003107,-0.032722,-5.925230,14.343750
5.4901924,-0.014815,-0.061695,-0.030319,-0.060130,-5.994315,27.856201
5.5095925,-0.017133,-0.091713,0.020199,-0.007078,-4.585742,33.746948
